State,agi_stub,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
MO,4,"656,370","305,040","220,490","113,080","352,210","1,291,790","416,410","23,648,791","656,370","23,957,710","569,730","18,833,894","180,920","177,841","96,320","234,446","87,670","157,283","79,740","38,547","82,430","663,351","73,230","119,228","62,040","556,017","138,050","2,200,010","21,550","57,390","256,326","119,160","730,213","19,620","99,916","158,560","308,918","17,160","4,083",770,"5,589","16,300","72,814","11,040","39,516","69,700","70,059","6,260","12,376","1,390","2,653","144,070","2,058,157","112,790","177,131","28,780","30,005","120,060","222,292","143,470","477,975","104,460","595,472","99,450","251,894","633,840","12,354,133","629,070","1,504,923",100,341,"263,490","223,928","18,480","1,102","29,060","14,657","49,920","47,518","89,690","16,127","149,710","140,382","9,170","2,876","63,780","121,000","640,730","2,708,162","146,500","275,528","121,110","233,318","112,770","166,573","34,130","28,607","521,480","1,281,008","550,230","1,419,935","91,450","127,812","553,030","1,402,129"
MO,5,"370,630","108,210","224,510","31,310","218,770","859,430","264,440","22,807,794","370,630","23,078,092","323,450","17,430,434","156,590","174,473","88,120","269,447","80,660","188,417","104,810","65,324","59,120","518,644","67,450","168,115","49,360","613,235","102,910","2,283,204","17,790","32,930","145,989","81,230","1,128,578","19,910","164,752","117,350","270,297","16,350","4,198","1,040","9,161","12,040","61,243","9,810","41,574","52,090","50,272","6,110","11,218","1,570","3,553","156,070","2,578,772","140,660","364,353","14,410","21,350","140,200","288,792","155,830","734,907","125,360","797,064","119,350","354,083","369,090","14,724,956","367,880","2,030,680",430,723,"165,730","244,296","20,620","1,708","26,980","13,532","35,220","40,903","23,700","3,807","111,080","176,797","10,160","4,347","45,130","97,919","365,200","2,514,946",180,6,130,4,"15,670","20,396","24,160","21,230","351,430","1,786,388","356,890","1,904,643","82,560","171,244","279,390","762,060"
MO,6,"229,170","35,870","181,110","9,930","136,040","600,340","190,120","19,791,648","229,170","20,013,057","203,210","15,027,379","120,830","145,924","73,140","253,467","67,570","183,645","96,190","69,731","40,000","428,160","55,600","197,852","36,200","616,516","69,650","1,911,554","11,720","17,110","77,351","50,630","918,362","18,000","200,058","79,920","221,409","13,860","3,668","1,300","13,193","8,530","49,368","7,120","32,673","33,900","37,252","3,440","5,539","1,530","4,375","136,560","2,569,778","129,420","477,698","6,710","12,779","128,390","303,521","136,450","860,129","116,260","841,036","112,600","373,926","228,760","13,889,610","228,200","2,000,904",790,"1,516","112,630","190,749","18,580","2,047","22,740","12,042","27,650","33,986",0,0,"77,570","134,220","8,020","4,072","30,940","78,752","226,800","2,320,361",0,0,0,0,"1,550","2,277","19,050","17,485","226,340","1,810,155","227,120","1,907,887","55,860","152,300","166,930","545,585"
MO,7,"252,350","24,830","219,930","6,190","151,500","714,250","242,060","33,327,560","252,350","33,758,336","227,940","24,992,802","163,500","260,918","112,570","572,505","105,120","440,748","142,580","133,714","48,740","928,275","89,440","572,775","44,100","1,149,550","76,300","2,668,423","12,100","12,620","59,163","49,130","995,901","34,830","895,558","100,020","430,776","15,860","4,076","4,160","62,170","14,220","103,147","8,540","45,723","32,610","33,090","10,900","18,733","3,130","13,813","208,960","4,894,817","203,750","1,268,496","4,850","11,476","199,890","620,987","208,850","2,030,972","178,410","1,464,850","185,760","789,166","252,130","25,212,770","251,840","4,364,365","6,010","14,300","126,250","173,168","34,350","7,949","27,980","14,423","30,130","42,612",0,0,"61,670","87,840","10,630","6,460","39,950","155,281","249,840","4,629,765",0,0,0,0,320,535,"27,810","26,898","251,270","4,191,245","251,550","4,383,708","88,700","431,657","153,400","616,878"
MO,8,"55,340","5,290","48,630","1,120","40,680","163,060","59,140","15,782,271","55,340","16,113,867","49,010","10,110,142","45,830","176,175","37,370","532,790","35,750","441,157","25,390","45,807","14,380","804,522","34,910","845,824","10,920","512,640","13,730","636,110","3,140","1,170","6,407","10,280","241,694","19,900","1,734,000","22,690","331,596","1,610",395,"4,090","107,749","8,410","81,351","1,310","11,745",0,0,0,0,"2,280","23,737","53,570","2,244,158","51,700","759,785","1,830","5,025","51,000","266,198","53,560","1,079,111","41,570","491,775","50,010","431,860","55,280","12,898,605","55,290","3,111,262","36,800","198,014","23,780","30,362","16,920","14,744","4,900","2,407",0,0,0,0,40,51,"2,160","2,711","15,220","105,579","54,530","3,000,592",0,0,0,0,0,0,0,0,"55,240","3,080,901","55,270","3,201,894","28,820","447,685","20,200","155,121"
MO,9,"9,860",990,"8,590",200,"8,570","29,740","11,300","6,673,059","9,860","6,812,706","8,460","3,440,584","9,290","106,614","8,100","312,052","7,840","267,450","3,230","17,836","2,890","274,978","8,210","669,489","2,020","141,418","1,890","97,418",660,70,454,"1,820","46,013","6,030","1,479,972","5,360","139,647",110,26,"1,240","44,592","2,550","29,052",250,"2,362",0,0,0,0,860,"21,125","9,710","831,017","9,340","336,392",350,945,"9,270","77,925","9,700","431,289","6,780","113,790","9,300","184,949","9,840","5,721,072","9,850","1,630,569","7,030","76,771","6,000","20,098","4,970","11,234",530,285,0,0,0,0,0,0,330,"1,172","3,730","37,420","9,710","1,533,892",0,0,0,0,0,0,0,0,"9,840","1,610,471","9,850","1,650,793","5,300","236,906","2,440","51,259"
MO,10,"4,950",550,"4,250",100,"4,560","14,580","5,380","15,757,395","4,950","15,929,171","4,120","4,266,320","4,850","385,716","4,480","2,651,160","4,410","2,538,342","2,550","72,982","1,480","241,314","4,590","3,142,684","1,070","194,927",980,"75,265",380,30,149,990,"26,629","3,780","4,332,372","3,250","171,776",20,4,750,"26,119","1,720","19,623",120,"1,131",0,0,0,0,800,"87,372","4,920","1,804,443","4,800","755,258",120,369,"4,700","68,075","4,920","832,378","2,880","57,432","4,790","733,507","4,940","13,917,704","4,950","3,725,260","1,290","55,567","3,600","71,019","3,150","35,164",170,102,0,0,0,0,0,0,130,"1,099","2,150","40,472","4,920","3,666,574",0,0,0,0,0,0,0,0,"4,950","3,654,241","4,950","3,697,267","2,270","439,453","1,050","101,972"
MT,0,"485,250","232,990","198,950","45,280","277,030","906,460","254,660","25,241,058","484,220","25,752,720","392,650","16,107,063","183,890","355,398","103,950","710,547","91,750","542,208","93,750","103,502","80,910","850,734","93,860","1,910,762","48,760","683,298","96,830","1,986,709","19,660","40,590","187,393","66,900","771,883","45,280","2,114,703","141,550","511,661","10,940","2,713","2,680","47,265","23,000","130,064","13,040","58,613","47,750","42,377","6,530","14,620","6,030","53,501","144,960","3,283,607","132,920","751,851","1,720","2,570","128,500","327,956","143,160","1,128,404","106,450","873,540","112,040","574,011","362,630","17,411,099","358,040","3,104,006","9,050","74,469","141,570","190,379","24,710","23,633","17,440","8,073","27,930","27,507","25,790","4,838","70,890","93,835","9,660","4,645","65,350","159,786","445,050","3,554,915","85,000","169,861","72,000","150,503","51,720","66,059","25,860","22,444","324,750","2,913,635","352,240","3,093,917","96,010","484,326","349,250","815,128"
MT,1,"10,380","5,650","4,120",340,"8,240","16,610","2,640","-822,387","9,340","-811,577","3,060","58,531","5,100","12,211","2,870","19,967","2,570","14,685",420,874,"4,040","-24,612","4,540","45,791",870,"13,380","1,490","17,110","2,090",200,"1,061",10,61,"2,530","-141,892","3,010","10,810",40,9,20,276,"1,020","4,562",60,231,450,408,350,"1,156",80,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,504,20,503,20,11,0,0,0,0,0,0,0,3,10,5,0,0,"1,840","3,014","4,770","13,712","1,480","1,558",920,"1,054",510,742,380,352,20,494,"2,060","3,888","1,190","2,022","3,760","9,686"
MT,2,"84,910","69,020","8,150","6,810","39,790","83,450","16,620","436,715","84,910","452,984","63,270","339,031","18,790","11,935","11,520","22,629","8,340","7,522","1,280",729,"9,500","31,781","8,670",644,"3,840","14,179","7,760","35,746","1,390","3,550","10,617",180,798,"2,270",293,"12,050","16,269",110,21,20,76,"1,430","4,493",250,710,"2,100","1,443","1,590","4,725",130,113,"4,270","68,477","1,820","2,226",110,118,"3,090","6,373","3,800","9,265","1,970","13,790","2,570","2,875","10,300","16,864","9,720","1,685",150,45,590,28,350,10,0,0,130,16,30,1,10,0,10,0,"8,070","5,518","67,840","58,789","26,270","26,776","23,290","24,251","7,330","4,354","3,760","3,032","9,510","1,657","18,350","7,586","6,350","2,498","63,580","53,064"
MT,3,"114,890","72,980","22,230","17,410","56,970","179,700","47,830","1,969,753","114,890","2,009,964","92,040","1,479,095","27,330","28,266","14,310","39,122","12,230","18,766","5,100","2,856","14,820","105,912","12,340","14,723","8,540","52,603","18,870","196,476","2,580","12,150","51,560","7,680","12,395","3,920","10,279","24,390","40,211",680,149,80,454,"2,860","10,863","1,240","3,515","8,640","6,589","1,080","2,611",370,696,"11,890","175,273","7,790","7,192",230,156,"9,200","18,172","11,260","27,552","6,210","41,915","7,940","15,278","81,830","543,890","79,930","57,266",170,184,"22,450","7,509","1,560",70,"1,240",388,"6,760","3,654","8,210","1,356","5,410","1,875",560,104,"12,730","18,046","104,580","270,629","34,630","99,029","29,610","90,620","22,930","30,188","6,200","4,989","67,300","49,757","76,270","68,808","13,290","11,099","94,910","211,478"
MT,4,"113,010","54,180","41,910","14,080","62,170","216,860","62,240","4,075,321","113,010","4,155,882","95,270","3,062,817","38,240","42,254","19,270","52,554","17,160","32,317","18,610","13,278","17,960","158,982","16,930","44,678","11,090","92,659","23,500","397,495","4,020","12,690","62,679","21,950","131,357","7,170","48,978","34,600","80,562","2,510",581,250,"1,527","4,570","21,037","3,530","13,100","14,510","12,994",990,"1,888",840,"1,596","29,000","424,883","26,250","41,316",390,487,"24,610","47,639","28,620","95,463","20,330","134,277","19,700","42,863","108,890","2,116,203","107,530","254,840",50,196,"42,710","34,497","4,330",322,"4,230","1,946","7,150","6,429","13,640","2,798","23,170","22,031","2,220",559,"14,380","29,710","109,030","435,395","22,580","42,497","18,150","34,577","17,460","25,954","4,850","4,042","90,890","220,344","96,950","252,992","20,250","29,901","89,510","207,858"
MT,5,"66,270","19,000","42,060","4,160","41,870","153,400","45,130","4,083,396","66,270","4,163,075","56,440","2,927,741","32,050","47,217","17,060","63,292","15,350","44,238","21,780","19,104","13,060","123,022","15,280","72,909","8,820","98,281","17,670","413,860","3,320","6,710","33,097","15,440","214,406","7,040","80,349","25,410","79,678","2,580",626,310,"2,812","3,600","18,920","3,070","14,094","10,300","9,269",750,"1,287","1,040","2,824","30,100","510,964","28,910","79,267",320,389,"26,920","56,947","29,940","144,370","23,040","168,769","22,690","60,075","65,950","2,612,401","65,490","353,148",80,145,"29,540","41,873","4,640",538,"4,250","1,999","5,180","5,907","3,910",680,"19,020","31,086","2,430",832,"10,040","23,850","64,770","420,476",30,1,30,1,"2,990","4,059","3,570","3,197","62,360","311,276","63,570","338,739","18,380","41,979","45,350","117,317"
MT,6,"42,040","6,370","33,910","1,410","27,880","109,300","33,380","3,632,218","42,040","3,691,428","36,390","2,582,010","23,740","35,758","13,300","54,503","12,130","38,179","18,930","19,072","8,620","97,539","11,720","74,841","6,310","101,589","12,240","352,554","2,320","3,160","16,446","9,840","174,676","5,900","97,281","16,820","59,209","2,240",583,310,"3,914","2,550","15,068","2,270","10,493","6,420","6,533",400,610,940,"3,015","25,460","493,505","24,840","99,786",240,372,"23,430","54,731","25,390","163,398","20,600","166,924","20,350","60,336","41,960","2,534,310","41,730","358,631",200,361,"20,400","33,655","3,880",597,"3,620","1,767","4,410","5,372",0,0,"13,410","24,078","1,940",767,"6,700","18,984","41,300","399,195",0,0,0,0,400,595,"3,090","2,922","41,260","324,976","41,500","347,350","12,620","39,575","27,480","85,485"
MT,7,"42,070","4,420","36,560",860,"29,880","115,270","36,660","5,491,509","42,070","5,595,367","36,680","3,646,487","28,380","63,273","17,900","116,342","16,610","88,241","23,210","28,341","9,520","174,208","16,350","222,632","7,050","181,397","12,480","434,574","2,780","1,920","10,567","9,030","178,316","9,850","329,758","19,150","103,858","2,530",681,840,"13,008","4,190","29,061","2,160","12,145","5,350","5,141","1,380","2,343","1,580","8,435","33,210","789,949","32,530","215,207",320,730,"31,050","88,763","33,140","318,054","26,790","244,974","28,670","114,657","42,020","4,163,165","41,940","704,889","1,040","2,856","20,660","29,620","6,150","2,731","3,510","1,668","4,310","6,129",0,0,"9,860","14,752","2,080","1,355","7,980","32,385","41,330","714,048",0,0,0,0,100,166,"4,000","3,910","41,760","675,274","41,860","713,635","17,570","106,372","21,600","88,847"
MT,8,"9,230","1,070","7,920",190,"7,930","25,220","8,080","2,637,417","9,230","2,703,755","7,550","1,243,040","7,890","42,462","5,790","97,391","5,510","79,416","3,660","8,568","2,680","144,588","5,940","283,453","1,780","86,699","2,310","102,155",860,180,"1,213","2,160","46,240","4,760","473,320","4,640","66,338",240,57,650,"18,187","2,030","18,133",370,"3,340",0,0,0,0,690,"7,519","8,630","355,734","8,450","130,334",90,251,"8,030","36,091","8,620","171,599","6,140","78,642","7,840","72,740","9,220","2,179,598","9,220","509,500","5,780","31,991","3,800","8,167","2,670","4,288",530,266,0,0,0,0,0,8,360,560,"2,730","19,226","9,010","462,306",0,0,0,0,0,0,0,0,"9,200","501,333","9,210","522,731","5,030","107,110","2,620","24,084"
MT,9,"1,680",210,"1,420",30,"1,550","4,610","1,530","1,128,133","1,680","1,149,718","1,320","385,885","1,600","20,916","1,270","62,175","1,220","54,053",460,"2,348",470,"37,214","1,390","227,305",320,"20,811",340,"15,754",190,20,104,410,"9,072","1,190","303,513",990,"21,585",20,4,140,"5,036",500,"5,176",70,636,0,0,0,0,200,"4,964","1,610","129,530","1,580","56,403",20,42,"1,460","10,441","1,610","69,229",980,"17,428","1,530","34,041","1,680","978,859","1,680","263,114","1,270","14,891",880,"3,389",700,"1,907",60,31,0,0,0,0,0,0,40,176,570,"4,952","1,650","232,210",0,0,0,0,0,0,0,0,"1,670","259,725","1,670","265,025",940,"55,232",320,"7,956"
MT,10,790,100,670,10,760,"2,040",570,"2,608,984",790,"2,642,123",620,"382,427",780,"51,106",670,"182,573",640,"164,791",320,"8,333",270,"2,098",710,"923,785",150,"21,700",160,"20,986",110,10,49,190,"4,564",670,"912,823",500,"33,140",10,2,50,"1,975",270,"2,752",30,350,0,0,0,0,160,"23,769",780,"335,292",760,"120,120",10,26,710,"8,799",780,"129,473",400,"6,821",750,"171,146",790,"2,265,810",790,"600,430",300,"23,295",530,"31,631",430,"13,170",10,8,0,0,0,0,0,0,30,290,310,"4,100",780,"548,156",0,0,0,0,0,0,0,0,790,"568,799",790,"573,163",400,"88,538",120,"9,353"
NE,0,"871,940","401,700","362,500","95,770","503,310","1,732,930","570,120","51,884,307","870,620","52,876,733","748,900","35,219,834","315,010","568,546","189,000","1,426,723","172,150","1,207,301","146,420","132,243","129,110","1,278,578","162,300","3,355,424","90,910","1,206,233","150,120","2,729,447","45,680","42,860","178,546","110,090","1,379,998","64,710","3,865,545","258,180","992,425","24,690","6,285","5,620","106,912","38,420","247,523","21,820","100,385","90,800","84,921","16,350","31,297","11,110","120,321","258,160","6,537,993","225,280","1,487,158","30,410","38,543","229,440","874,904","257,210","2,530,397","193,300","1,287,817","215,060","1,214,344","683,180","36,163,076","676,350","6,577,904","20,390","134,078","299,080","370,824","47,190","19,248","54,500","27,243","66,830","66,337","55,980","10,000","155,460","213,003","16,810","8,909","118,580","322,528","818,860","7,285,256","139,270","303,218","120,980","272,359","103,030","140,994","54,610","46,586","608,400","6,207,141","652,060","6,566,785","161,680","1,148,898","663,140","1,656,598"
NE,1,"11,790","6,640","4,510",380,"9,380","18,860","3,400","-858,367","10,470","-844,381","3,790","88,635","5,560","14,670","3,370","14,999","3,020","11,484",330,802,"3,920","-38,457","4,910","57,640","1,150","10,587","1,530","13,573","3,290",180,865,10,39,"2,340","-157,166","3,630","13,986",60,13,10,54,"1,280","6,461",70,276,490,450,470,"1,563",130,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,291,30,276,40,20,0,0,0,0,10,7,0,0,10,11,0,0,"2,260","4,365","5,660","18,025","1,570","2,034",980,"1,347",570,913,570,504,30,271,"2,490","5,012","1,430","2,691","4,640","13,219"
NE,2,"135,390","113,710","9,450","10,910","65,990","114,190","26,850","706,484","135,390","731,846","109,670","581,121","26,030","14,869","14,780","15,600","13,110","8,862","1,410",556,"14,780","47,570","12,330","1,734","6,900","24,290","10,800","43,187","2,660","5,290","16,199",220,975,"1,880","-1,753","19,060","25,362",160,33,30,114,"2,230","8,363",290,732,"2,430","1,841","2,640","7,342",140,136,"4,850","81,596","1,170","2,603","3,150","2,029","2,690","7,208","4,640","13,227","1,740","9,341","3,000","3,781","21,700","35,075","20,210","3,462",10,12,"1,080",50,620,14,0,0,260,30,80,3,10,1,0,0,"13,490","8,622","116,840","95,242","36,130","40,867","32,680","37,194","11,950","7,395","5,270","4,201","19,810","3,412","33,750","12,432","10,520","4,246","110,560","86,557"
