State,agi_stub,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
ID,4,"169,000","63,580","78,810","24,710","88,280","399,960","152,410","6,093,520","169,000","6,185,460","145,950","4,813,222","43,080","49,595","20,790","53,441","18,520","32,587","21,570","13,928","25,630","196,332","18,420","33,170","14,680","136,211","31,390","529,369","4,340","22,570","107,722","28,960","173,258","8,810","69,036","43,990","91,934","3,550",802,230,"1,656","5,760","23,816","3,750","12,868","17,340","15,070","2,250","3,680",830,"1,788","41,930","626,541","29,020","55,847","12,020","12,556","36,170","52,687","41,770","124,237","32,590","218,375","29,690","86,405","158,170","2,806,515","156,850","333,846",40,82,"76,100","63,798","4,450",336,"7,310","3,436","14,420","12,542","23,950","4,737","46,280","41,769","2,570",631,"19,350","37,224","164,040","640,242","45,450","90,166","38,150","76,111","42,310","75,378","10,630","8,979","119,960","270,048","130,700","311,964","27,370","37,423","138,280","361,799"
ID,5,"96,450","21,090","68,870","5,880","53,780","259,070","93,820","5,931,618","96,450","6,014,203","83,570","4,526,113","37,320","48,457","19,190","60,054","17,280","37,886","25,870","19,784","18,370","142,082","17,050","49,472","11,730","146,667","24,180","572,734","3,590","11,010","51,829","19,960","277,834","8,420","98,430","33,090","82,585","3,740",912,290,"2,500","4,300","20,534","3,530","14,452","13,760","12,726","1,810","2,306",900,"2,520","45,240","808,656","37,980","109,768","6,880","9,730","41,140","65,607","45,160","188,412","37,880","287,632","36,150","135,579","95,970","3,591,290","95,580","479,077",100,218,"49,660","78,324","5,220",579,"7,200","3,481","10,730","11,315","7,470","1,248","35,430","60,097","2,870",812,"12,970","28,282","94,640","563,841",90,3,70,2,"8,440","13,649","7,070","6,167","87,080","400,753","89,790","434,441","25,350","52,124","68,850","176,557"
ID,6,"56,920","6,560","48,270","1,880","32,860","163,680","58,520","4,909,581","56,920","4,976,126","49,650","3,659,875","28,000","42,358","15,170","55,364","13,810","37,748","20,560","17,551","11,700","112,258","13,450","61,786","8,270","144,690","16,190","474,885","2,590","4,750","23,232","12,320","228,958","6,910","113,755","21,250","66,545","3,170",816,340,"3,516","3,160","16,900","2,400","10,990","8,100","8,590","1,060","1,075",840,"3,323","37,150","749,954","34,150","141,099","2,850","4,825","34,650","63,209","37,120","211,276","31,800","265,594","31,550","141,059","56,810","3,307,590","56,610","463,725",230,524,"29,970","55,888","4,380",611,"4,970","2,605","7,630","8,329",0,0,"21,590","42,464","2,080",709,"8,370","22,290","56,000","508,740",0,0,0,0,"1,140","1,825","4,840","4,495","55,390","407,837","55,880","435,134","16,560","47,632","38,630","115,599"
ID,7,"56,580","4,480","50,750","1,190","35,930","167,140","59,850","7,396,270","56,580","7,519,836","49,740","5,213,282","35,190","78,696","21,820","117,379","20,250","84,340","24,660","26,619","12,430","214,572","20,540","193,849","9,200","255,762","16,160","617,872","2,950","3,020","16,405","11,280","236,457","11,640","414,867","23,950","123,566","3,260",848,950,"15,234","5,080","33,461","2,750","15,808","6,400","6,397","3,120","3,766","1,600","9,538","47,430","1,216,716","45,060","319,138","2,230","4,592","44,730","113,315","47,400","441,456","40,180","396,597","42,440","236,754","56,510","5,444,661","56,410","919,075","1,400","3,757","28,290","43,640","7,320","2,757","4,690","2,377","6,390","8,708",0,0,"15,260","25,267","2,200",983,"9,690","39,878","55,570","936,168",0,0,0,0,180,283,"5,770","5,508","56,160","875,438","56,290","923,858","22,940","127,689","30,880","123,633"
ID,8,"11,380",880,"10,220",240,"9,280","34,690","13,090","3,257,713","11,380","3,342,458","9,680","1,722,684","9,460","58,016","6,600","101,232","6,230","82,896","3,890","8,327","2,940","146,002","7,000","256,716","2,050","106,829","2,600","131,128",820,240,"1,509","2,270","50,937","5,650","625,727","5,380","84,745",250,62,720,"21,727","2,590","22,028",510,"4,794",0,0,0,0,950,"14,374","10,840","507,883","10,310","173,928",510,"1,326","10,170","47,511","10,840","224,028","8,340","117,106","10,070","117,447","11,370","2,614,431","11,370","621,669","7,390","43,779","4,230","10,712","3,030","7,747",650,300,0,0,0,0,30,24,360,456,"3,110","22,745","11,040","562,299",0,0,0,0,0,0,0,0,"11,360","610,957","11,360","636,895","6,250","130,427","3,560","31,195"
ID,9,"2,020",190,"1,780",40,"1,880","6,370","2,570","1,369,718","2,020","1,402,203","1,630","510,413","1,900","29,071","1,410","53,616","1,350","44,687",540,"2,081",550,"51,558","1,590","200,961",350,"30,131",350,"20,867",180,10,39,420,"9,740","1,470","418,401","1,230","32,486",20,5,190,"8,094",660,"6,530",90,835,0,0,0,0,320,"9,798","1,980","190,248","1,870","73,503",100,290,"1,830","14,500","1,980","91,439","1,350","25,354","1,870","49,034","2,020","1,160,601","2,020","325,099","1,520","19,592","1,020","5,039",830,"3,809",70,35,0,0,0,0,0,0,40,51,710,"7,281","1,940","278,839",0,0,0,0,0,0,0,0,"2,020","320,060","2,020","327,875","1,190","72,877",370,"7,078"
ID,10,"1,020",120,870,20,970,"2,940","1,050","3,276,368","1,020","3,327,228",780,"436,936",990,"72,229",820,"269,834",790,"247,286",410,"10,685",310,"50,695",910,"1,208,847",180,"36,162",180,"18,094",100,10,23,240,"5,611",850,"1,090,550",660,"50,860",10,1,70,"3,085",330,"3,474",40,421,0,0,0,0,250,"35,669","1,000","389,170",940,"183,114",60,112,930,"13,637","1,000","197,204",540,"11,246",950,"135,155","1,010","2,879,458","1,020","734,627",420,"15,133",650,"23,241",530,"18,102",20,12,0,0,0,0,0,0,30,108,370,"6,294",990,"659,262",0,0,0,0,0,0,0,0,"1,010","711,386","1,020","718,389",520,"130,889",160,"18,658"
IL,0,"6,077,090","2,834,890","2,197,200","951,850","3,485,340","12,121,820","4,292,670","403,120,062","6,062,040","408,900,265","5,053,400","279,560,083","2,105,010","4,583,122","1,345,530","11,491,503","1,240,680","8,933,477","1,097,430","788,068","906,880","11,795,289","1,032,760","26,224,728","600,940","10,962,498","1,170,010","27,227,346","68,100","523,190","3,529,768","714,870","8,857,111","372,850","24,258,711","1,537,680","5,780,189","165,090","41,483","41,170","983,467","157,580","1,113,494","106,300","493,608","471,500","489,144","102,060","237,420","35,190","568,849","2,081,570","56,079,993","1,773,010","12,537,396","275,380","358,739","1,874,250","11,519,301","2,075,630","24,919,446","1,594,860","13,620,570","1,709,910","8,104,268","4,589,760","287,268,181","4,552,210","57,753,488","211,740","1,470,780","1,891,650","2,657,462","344,000","634,591","257,740","141,000","438,830","490,673","255,060","43,146","940,270","1,148,886","114,450","41,932","756,470","1,997,853","5,762,740","68,545,744","1,048,420","2,451,585","918,530","2,128,971","826,110","1,136,738","426,610","396,907","4,086,390","55,096,199","4,453,950","57,412,027","940,490","5,252,757","4,802,870","14,127,690"
IL,1,"80,740","52,190","22,450","3,830","55,960","116,270","24,360","-7,366,430","65,690","-7,280,471","23,770","687,737","29,920","152,889","25,530","198,383","23,430","123,513","3,360","7,930","23,290","-323,928","32,920","638,648","6,400","125,295","9,670","113,121","3,190","2,360","17,686",100,772,"16,790","-1,763,878","19,410","85,959",300,69,170,"2,519","4,700","27,174",490,"2,369","3,110","3,808","4,370","15,648",400,"4,832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,"6,744",360,"6,706",330,778,10,1,0,3,50,55,50,55,130,180,10,74,"10,440","22,454","37,840","184,738","9,420","10,952","6,680","7,865","4,390","7,002","5,810","5,706",330,"5,973","12,310","32,411","6,380","13,035","32,310","134,477"
IL,2,"961,030","786,390","62,220","102,510","477,440","884,710","218,200","4,950,141","961,020","5,130,354","714,420","3,636,356","173,430","96,568","112,560","137,041","101,080","84,239","9,420","3,505","145,780","671,036","83,780","-18,296","42,990","157,078","87,950","382,273","3,230","52,750","197,729","1,720","7,372","12,820","-23,848","166,430","180,212","1,740",379,240,766,"9,200","32,260","1,890","5,506","18,330","17,337","19,120","56,932",580,804,"42,810","664,897","12,900","15,275","23,850","14,642","32,300","150,620","41,300","189,312","20,960","145,089","24,160","26,691","127,870","212,027","115,760","21,197",70,232,"8,380",577,"5,250",189,10,2,"1,930",293,380,21,100,23,20,2,"129,080","94,922","819,200","778,012","283,990","349,872","247,040","293,617","98,610","68,968","50,090","44,351","112,820","20,630","247,710","119,846","81,970","33,170","767,100","688,832"
IL,3,"1,348,600","746,200","199,950","382,820","753,360","2,482,850","1,004,830","23,008,106","1,348,600","23,395,670","1,064,250","16,996,651","246,480","221,604","135,570","298,779","121,590","184,901","36,870","13,069","218,870","1,940,452","93,510","42,841","97,650","644,531","206,110","2,045,925","6,190","153,570","983,897","85,760","145,316","27,330","56,781","284,770","387,564","9,570","2,165",710,"3,349","16,620","65,406","8,450","25,679","67,530","66,094","13,510","32,070","1,320","2,437","125,520","1,933,560","62,950","71,772","53,460","41,169","99,750","436,329","123,730","577,869","68,960","431,912","83,300","147,551","846,540","5,447,496","832,470","575,822",330,733,"272,650","99,030","13,670",601,"20,780","6,835","89,170","51,166","78,330","12,529","83,430","26,525","4,080",855,"191,550","278,529","1,269,920","3,925,308","485,550","1,599,409","441,390","1,414,753","421,400","590,446","99,380","86,870","654,540","476,794","809,120","765,955","108,860","103,621","1,191,540","3,259,462"
IL,4,"1,363,680","673,140","364,800","295,580","774,210","2,764,610","1,041,530","49,416,721","1,363,680","50,034,468","1,186,440","39,813,408","360,730","318,993","195,370","503,649","177,190","328,924","154,150","54,206","154,050","1,257,203","136,870","125,891","118,370","1,142,388","254,640","4,086,143","10,960","132,160","1,025,814","205,390","1,323,033","46,310","283,001","309,890","617,746","29,510","6,962","1,910","13,777","24,290","117,472","24,810","92,315","143,110","156,980","13,700","29,523","3,020","6,479","334,320","5,256,532","257,850","484,083","68,180","79,197","278,480","1,185,582","332,970","1,797,405","231,680","1,429,527","242,600","516,668","1,299,200","25,565,429","1,291,580","3,163,829",390,"1,425","547,030","481,670","38,440","2,479","67,250","40,700","121,430","124,599","143,110","25,053","309,770","280,538","20,530","5,767","115,940","226,948","1,335,140","5,884,630","269,180","491,344","223,210","412,730","259,220","413,155","87,140","77,669","1,051,920","2,682,245","1,104,860","2,942,271","160,110","231,126","1,177,590","3,137,465"
IL,5,"821,440","322,020","381,160","101,580","486,880","1,783,690","581,650","50,613,100","821,440","51,183,949","718,070","39,487,951","338,540","339,438","194,030","621,547","177,170","421,548","217,240","85,065","106,620","929,441","138,470","212,901","98,930","1,291,095","204,020","4,845,703","11,670","76,830","554,026","153,150","2,162,700","44,190","389,716","235,860","570,847","31,670","7,772","2,640","24,340","20,020","112,042","22,070","97,093","105,430","101,508","17,200","35,739","3,680","8,843","391,270","7,558,417","334,680","977,812","51,670","72,232","348,030","1,599,993","390,620","2,699,074","302,960","2,057,452","308,320","747,890","816,850","32,818,147","814,560","4,701,866","1,390","2,318","338,980","484,242","46,700","4,579","43,340","24,453","77,680","100,154","33,180","5,488","218,040","336,156","24,910","8,007","80,360","175,819","811,550","6,169,124",290,8,210,6,"37,120","49,864","58,640","55,687","775,770","4,217,625","786,180","4,439,362","148,010","315,074","652,940","1,993,370"
IL,6,"537,820","130,240","362,720","37,640","325,180","1,332,730","432,400","46,539,786","537,820","47,016,981","476,540","35,728,491","282,390","316,667","174,300","642,263","160,470","455,440","210,740","94,374","80,370","832,095","126,470","281,618","78,730","1,347,152","151,360","4,568,157","10,200","48,540","343,563","108,000","1,931,862","40,830","462,210","159,430","477,195","29,760","7,621","3,070","33,048","15,950","101,240","17,210","83,350","57,640","65,495","6,370","12,331","3,760","9,522","346,080","7,140,467","309,400","1,242,979","34,270","55,311","322,060","1,679,194","345,760","3,020,406","285,260","2,186,974","290,060","788,209","536,580","32,310,123","535,450","4,860,855","3,680","6,043","252,230","406,632","45,820","6,343","37,000","20,626","63,420","85,292",0,0,"164,910","279,826","21,050","7,281","62,020","157,562","533,230","5,948,259",0,0,0,0,"4,400","5,926","46,300","45,047","530,600","4,454,225","532,410","4,652,513","107,720","304,754","413,880","1,542,115"
IL,7,"717,840","98,040","591,520","22,910","432,540","2,012,700","703,600","96,566,785","717,840","97,709,265","651,340","74,183,329","464,790","686,315","327,490","1,666,295","305,990","1,229,795","372,800","211,448","123,170","2,203,159","252,880","1,200,899","113,060","2,891,539","202,130","8,175,877","15,710","48,950","347,258","123,540","2,401,496","91,090","1,977,235","263,500","1,142,470","54,230","14,404","11,670","181,797","31,940","250,492","25,850","137,555","76,340","77,921","27,790","55,177","9,150","33,166","603,380","15,969,705","564,270","3,552,836","37,150","76,184","570,010","3,765,614","603,140","7,494,042","504,430","4,654,630","538,400","1,883,995","717,020","71,978,476","716,210","12,721,959","30,880","66,254","354,850","457,512","102,460","28,884","68,420","36,978","85,150","129,114",0,0,"163,810","225,572","34,290","12,502","102,290","382,433","712,490","14,134,221",0,0,0,0,980,"1,375","79,260","81,576","714,820","12,264,510","715,660","12,744,863","208,030","1,019,272","478,960","2,212,088"
IL,8,"193,730","21,110","167,300","4,000","134,850","580,610","219,680","55,308,106","193,730","56,325,756","174,480","38,592,698","158,910","535,940","134,880","1,688,503","129,160","1,314,553","74,410","83,019","42,050","2,080,102","122,400","2,464,023","34,450","1,629,887","44,890","2,335,422","5,490","7,270","54,029","29,290","675,296","60,340","4,394,020","70,110","1,017,650","7,740","1,971","12,760","350,757","21,930","232,709","4,330","38,363",0,0,0,0,"7,040","61,448","186,620","8,141,274","180,230","2,440,085","6,100","17,133","174,740","1,791,587","186,580","4,331,252","145,950","2,017,766","173,730","1,147,290","193,550","44,890,048","193,570","11,096,186","145,600","847,137","82,710","112,897","61,300","79,981","18,150","9,687",0,0,0,0,100,65,"8,100","4,370","45,310","318,143","191,620","10,923,573",0,0,0,0,0,0,0,0,"193,460","10,983,289","193,550","11,352,088","95,030","1,346,304","76,500","581,028"
IL,9,"33,670","3,500","29,260",630,"28,110","106,140","43,260","22,815,564","33,670","23,336,846","28,930","12,858,752","31,640","313,714","28,620","1,076,090","27,790","855,542","9,720","37,420","8,070","786,759","28,280","2,209,524","6,210","543,919","5,850","318,235","1,000",600,"4,634","4,780","122,646","19,180","4,338,947","16,950","521,282",440,106,"5,010","217,532","7,470","98,255",770,"7,355",0,0,0,0,"2,760","57,213","33,150","2,803,449","32,570","1,063,325",500,"1,610","31,320","483,152","33,130","1,599,944","23,600","454,025","31,550","492,709","33,640","19,593,757","33,650","5,667,152","24,540","298,119","20,450","107,438","17,750","90,022","2,130","1,278",0,0,0,0,0,0,"1,040","1,443","11,810","148,234","33,310","5,515,277",0,0,0,0,0,0,0,0,"33,630","5,559,714","33,630","5,719,271","17,130","672,347","8,210","173,375"
IL,10,"18,550","2,070","15,840",360,"16,810","57,530","23,160","61,268,184","18,550","62,047,448","15,160","17,574,711","18,190","1,600,994","17,170","4,658,954","16,810","3,935,022","8,730","198,034","4,580","1,418,969","17,180","19,066,678","4,140","1,189,614","3,390","356,490",460,150,"1,131","3,150","86,617","13,980","14,144,528","11,350","779,263",130,32,"3,010","155,582","5,470","76,443",430,"4,023",0,0,0,0,"3,470","384,106","18,420","6,611,692","18,170","2,689,229",210,"1,262","17,570","427,229","18,410","3,210,142","11,050","243,196","17,810","2,353,266","18,520","54,452,678","18,540","14,937,879","4,500","241,812","14,040","506,684","12,620","421,512",660,437,0,0,0,0,0,0,420,"1,630","7,680","192,807","18,440","15,082,603",0,0,0,0,0,0,0,0,"18,520","14,431,194","18,530","14,643,448","7,260","1,214,053","3,850","405,478"
IN,0,"3,029,600","1,369,240","1,197,250","413,290","1,610,450","6,073,110","2,068,420","157,568,594","3,021,710","159,767,355","2,545,470","114,939,024","894,610","1,330,186","526,430","2,750,925","481,120","2,099,638","406,660","251,602","392,630","4,251,682","400,560","5,528,914","304,370","4,317,160","650,250","10,611,187","52,870","221,750","1,241,854","379,340","4,501,475","155,140","9,508,931","704,520","2,198,759","65,620","16,372","12,380","255,073","72,370","477,402","46,170","195,402","250,600","251,135","37,310","82,985","15,980","263,604","769,040","16,245,660","723,840","4,045,258","38,920","51,278","696,850","1,447,875","767,170","5,780,155","620,200","4,344,948","612,960","2,981,325","2,233,880","106,537,639","2,218,910","19,107,101","47,000","286,223","939,290","1,155,471","119,110","98,185","116,340","58,208","193,050","211,678","171,630","27,434","521,620","669,898","63,680","26,273","322,790","745,909","2,866,740","24,474,354","564,020","1,273,387","500,390","1,142,881","409,360","567,026","184,270","166,846","1,987,240","17,951,659","2,142,540","18,834,399","415,210","2,058,132","2,450,290","6,458,704"
IN,1,"34,820","21,590","10,890","1,460","23,020","51,860","9,460","-2,080,485","26,930","-2,050,835","8,850","201,809","11,840","46,227","8,860","48,510","8,070","34,531",890,"2,034","10,940","-126,813","12,000","88,569","2,780","32,389","4,990","42,391","2,830",630,"4,107",50,221,"6,110","-411,462","7,480","29,649",100,22,40,400,"1,970","10,631",190,894,"1,200","1,422","1,430","5,014",130,"1,649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,"4,113",80,"4,104",90,213,0,0,0,0,10,11,10,7,20,29,0,22,"3,900","6,870","15,760","747,610","3,410","3,472","2,410","2,524","1,370","2,094","2,650","2,461",80,"3,919","4,770","9,695","2,610","4,031","13,860","42,244"
IN,2,"543,540","438,410","46,710","52,780","247,090","533,290","128,270","2,769,000","543,540","2,837,764","402,640","2,010,870","94,060","51,617","50,200","55,219","44,650","32,406","4,150","1,158","54,510","212,506","37,370","-12,039","30,230","99,882","82,140","378,441","3,150","19,810","74,127",950,"3,976","5,600","-6,682","64,580","68,764",580,123,80,237,"4,330","14,317",780,"2,211","8,950","7,779","7,060","20,331",260,545,"16,110","237,047","6,880","7,946","7,260","3,898","11,020","17,964","15,530","32,784","7,760","43,155","9,060","12,057","59,290","95,711","55,590","9,577",40,57,"3,110",164,"1,700",56,10,1,790,82,220,7,30,5,20,1,"46,720","31,897","456,000","420,074","157,470","194,400","145,720","175,067","56,920","36,075","22,090","18,667","54,420","9,414","106,490","43,261","28,350","10,368","438,200","386,508"
IN,3,"701,820","397,200","126,450","165,080","360,820","1,246,230","449,510","11,947,989","701,820","12,108,635","561,280","8,780,796","126,080","113,089","65,950","120,635","58,610","72,644","14,940","4,667","83,480","680,958","45,980","20,664","58,240","353,877","140,760","1,435,393","6,540","69,330","425,117","55,500","91,892","10,770","17,594","119,830","160,646","3,370",740,250,"1,096","8,340","31,210","4,050","11,574","35,410","31,915","5,240","12,315",520,"1,284","47,560","684,485","33,640","38,383","12,070","9,055","35,910","51,668","47,020","110,001","26,910","143,778","31,910","74,562","454,980","2,909,141","448,300","307,578",120,202,"139,520","46,535","6,210",221,"9,000","3,018","36,940","19,825","49,560","7,250","44,240","15,243","3,420",667,"71,320","99,093","665,240","1,985,769","246,880","787,558","223,670","720,482","195,770","269,304","39,160","32,678","363,720","261,048","428,130","366,637","49,100","40,332","629,130","1,657,951"
IN,4,"720,870","330,220","235,440","136,320","380,530","1,502,140","547,580","26,017,872","720,870","26,299,173","636,390","20,968,742","168,570","149,848","90,890","199,940","82,200","128,975","63,030","18,110","76,080","603,055","64,730","68,806","67,020","601,413","149,780","2,260,697","10,930","60,690","352,809","127,300","814,185","20,300","112,698","154,140","281,300","11,940","2,779",620,"3,923","12,460","57,129","11,540","38,780","71,580","72,208","4,960","10,465","1,290","3,087","134,270","1,840,219","123,710","231,897","9,310","12,409","112,980","150,709","133,910","423,361","100,370","539,732","90,950","237,461","693,030","13,515,285","689,760","1,657,341",100,402,"296,390","252,970","18,240",947,"27,250","14,216","48,850","47,942","95,570","16,118","177,630","167,634","13,660","3,766","57,760","106,224","709,810","3,131,158","156,040","287,951","128,450","244,804","134,120","228,174","35,240","30,257","566,340","1,404,373","593,940","1,530,614","78,970","105,218","631,550","1,693,851"
IN,5,"415,460","115,770","255,110","37,540","234,160","999,740","329,290","25,603,809","415,460","25,867,878","373,690","20,335,197","149,680","144,872","84,110","225,575","76,560","153,736","84,100","29,173","59,000","489,834","60,740","114,047","52,120","671,308","107,060","2,017,417","9,690","36,410","200,360","83,620","1,233,629","21,800","195,953","123,760","264,069","14,500","3,519",870,"7,010","9,850","55,905","10,540","42,023","56,490","55,294","5,140","9,884","1,720","4,415","152,300","2,394,138","146,910","425,947","4,800","9,380","137,550","205,992","152,110","675,127","125,720","755,276","114,710","352,213","414,040","16,647,230","413,230","2,312,523",520,969,"192,380","287,857","19,780","1,668","24,170","11,875","38,240","47,572","26,280","4,051","131,720","213,489","15,200","5,064","45,740","92,270","411,630","2,967,694",220,6,150,4,"19,090","28,223","28,040","25,970","393,340","2,024,666","398,910","2,140,714","76,320","151,226","330,980","959,193"
IN,6,"263,290","36,610","212,570","11,780","149,580","711,450","235,670","22,754,730","263,290","22,980,902","240,870","18,101,967","120,780","122,947","70,820","213,630","64,990","151,650","82,960","35,066","41,820","421,433","51,060","145,171","38,030","664,961","73,290","1,632,151","7,300","20,070","105,700","52,390","1,021,216","19,960","259,293","89,150","226,172","13,550","3,493","1,070","9,897","7,680","48,614","8,100","35,349","39,580","43,840","2,860","5,225","1,780","5,556","137,650","2,463,452","134,890","542,125","2,480","6,664","129,960","223,991","137,540","809,893","120,240","813,709","113,160","397,348","262,970","16,144,758","262,600","2,333,885",790,"1,465","133,110","230,876","17,740","1,876","22,500","11,939","32,380","42,984",0,0,"93,550","164,820","12,260","4,851","33,450","79,851","261,500","2,779,712",0,0,0,0,"1,750","2,629","23,580","22,991","260,570","2,103,009","261,290","2,205,604","53,720","144,904","203,430","699,250"
IN,7,"281,200","23,610","249,090","6,980","162,970","820,010","289,820","36,837,528","281,200","37,288,556","260,620","28,864,897","165,470","220,462","108,790","477,878","101,190","360,241","129,770","77,353","49,880","889,305","84,070","512,347","43,370","1,134,556","77,330","2,177,939","9,030","13,770","73,273","47,810","1,043,665","38,950","1,127,622","112,410","451,028","19,600","5,212","3,710","57,192","14,200","112,472","9,070","47,268","37,400","38,677","10,630","19,752","4,440","23,202","215,480","4,713,368","212,910","1,308,787","2,300","7,170","206,910","475,319","215,400","1,869,403","189,590","1,463,876","191,360","843,956","281,030","28,235,128","280,780","4,898,818","5,140","11,023","143,390","205,077","32,420","8,702","28,490","14,723","35,850","53,262",0,0,"74,380","108,626","15,890","7,868","42,820","158,258","279,170","5,265,056",0,0,0,0,330,527,"33,510","33,822","280,260","4,693,744","280,470","4,895,048","91,280","438,071","179,860","744,674"
IN,8,"54,930","4,560","48,970","1,090","40,110","166,360","62,490","15,652,332","54,930","16,014,051","49,250","9,869,674","45,070","154,585","35,450","426,857","33,810","341,807","21,960","30,895","13,270","687,691","33,100","775,728","9,920","458,023","12,500","543,514","2,650",950,"5,905","9,340","226,054","21,620","2,242,692","24,340","361,719","1,850",452,"4,050","110,254","9,280","96,047","1,480","13,300",0,0,0,0,"3,420","41,789","52,200","1,989,850","51,560","678,201",600,"1,997","49,720","207,390","52,190","914,738","40,920","448,745","48,840","443,732","54,900","12,999,836","54,890","3,126,049","33,220","163,747","22,600","35,662","15,770","22,741","4,300","2,089",0,0,0,0,50,52,"2,720","2,502","15,500","111,487","54,110","3,008,120",0,0,0,0,0,0,0,0,"54,860","3,090,387","54,880","3,215,080","27,800","465,462","20,420","160,277"
IN,9,"9,260",830,"8,180",180,"8,120","28,700","11,290","6,259,998","9,260","6,412,617","8,050","2,960,267","8,740","80,713","7,470","246,036","7,210","206,317","2,760","12,259","2,470","237,715","7,500","602,974","1,720","118,597","1,610","75,993",510,60,372,"1,540","38,702","6,410","1,780,784","5,730","152,619",110,26,"1,240","46,863","2,700","31,925",280,"2,679",0,0,0,0,"1,270","37,414","9,100","699,134","9,020","281,012",80,437,"8,620","61,582","9,100","354,049","6,200","93,171","8,720","177,917","9,250","5,453,199","9,250","1,555,601","5,930","59,848","5,480","23,833","4,480","18,095",500,277,0,0,0,0,0,0,350,573,"3,710","38,029","9,130","1,454,702",0,0,0,0,0,0,0,0,"9,250","1,531,768","9,250","1,572,661","4,860","242,014","2,130","47,597"
IN,10,"4,420",440,"3,850",80,"4,050","13,320","5,060","11,805,820","4,420","12,008,612","3,830","2,844,805","4,310","245,825","3,910","736,645","3,840","617,332","2,120","40,888","1,170","155,999","4,010","3,212,647",940,"182,154",820,"47,251",240,20,85,830,"27,934","3,630","4,190,438","3,100","202,793",30,6,450,"18,201","1,560","19,153",140,"1,322",0,0,0,0,"1,140","144,663","4,380","1,223,967","4,330","530,959",40,269,"4,200","53,259","4,370","590,799","2,490","43,505","4,270","442,079","4,410","10,537,351","4,420","2,901,616","1,080","44,406","3,220","72,285","2,760","43,878",110,70,0,0,0,0,0,0,150,958,"1,860","21,930","4,390","2,714,459",0,0,0,0,0,0,0,0,"4,420","2,829,331","4,420","2,855,083","2,220","456,507",730,"67,160"
IA,0,"1,426,710","652,090","610,740","146,860","924,930","2,801,250","871,160","82,730,033","1,424,740","84,335,348","1,206,130","56,312,400","583,340","1,000,746","322,970","1,670,942","296,300","1,310,455","303,220","309,133","209,840","2,218,145","254,850","4,002,585","159,300","1,944,678","292,240","5,039,146","81,220","113,780","550,190","208,430","2,572,129","94,960","4,981,460","425,390","1,605,314","36,530","9,063","10,860","204,937","65,880","389,471","32,790","149,814","166,280","159,836","19,130","42,495","29,230","200,078","442,110","9,857,559","384,650","2,479,904","53,990","55,112","399,510","1,258,511","441,030","3,953,645","323,950","2,074,308","358,340","1,538,857","1,135,350","57,351,132","1,125,460","10,233,370","30,140","194,426","482,160","612,962","72,070","31,218","82,810","40,634","102,790","115,741","93,390","16,572","250,080","342,166","31,730","21,655","194,820","551,245","1,346,990","11,734,686","216,730","452,305","186,500","404,525","149,420","197,622","91,940","84,086","1,023,580","9,620,575","1,091,230","10,231,885","271,630","1,468,417","1,080,970","2,692,656"
IA,1,"16,950","9,570","6,450",590,"13,770","28,050","5,730","-1,176,769","14,970","-1,150,179","5,550","130,360","7,620","22,606","4,690","14,492","4,210","10,179",680,"1,434","6,340","-64,969","6,350","83,781","1,520","15,217","2,600","23,055","4,570",390,"2,254",10,55,"3,080","-210,065","5,710","26,590",80,19,30,215,"2,080","10,094",120,421,880,836,660,"2,364",840,"5,848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,623,60,623,40,59,0,0,0,0,0,5,10,3,20,17,0,0,"3,410","7,167","8,980","25,460","2,460","2,890","1,500","1,909",940,"1,529",990,902,50,564,"3,760","8,194","2,240","4,405","7,310","19,858"
IA,2,"209,460","176,070","14,090","17,510","109,910","179,220","42,030","1,103,414","209,460","1,145,446","170,320","903,320","42,290","25,070","21,360","23,144","19,060","12,814","3,160","1,383","23,100","77,281","17,200",-40,"8,940","29,809","18,220","77,516","3,930","7,790","24,566",270,"1,046","2,640","-5,465","29,850","42,032",250,51,40,273,"4,040","14,693",430,"1,211","4,790","3,724","3,610","10,959",540,750,"8,480","139,514","2,010","4,368","5,610","3,144","5,820","13,705","8,180","24,494","3,210","16,293","5,270","6,382","34,030","55,248","32,030","5,481",20,11,"1,620",98,850,19,0,0,470,66,120,4,10,1,10,1,"21,140","13,803","182,920","152,914","60,040","65,274","53,790","59,245","18,680","11,251","9,200","7,566","31,360","5,384","53,350","19,898","17,090","6,662","172,440","138,807"
